  0.001              0.0               0.3                136.62          
   0.001              0.0               0.3125             130.45          
   0.001              0.0               0.325              125.63          
   0.001              0.0               0.3375             122.02          
   0.001              0.0               0.35               119.45          
   0.001              0.0               0.3625             117.79          
   0.001              0.0               0.375              116.88          
   0.001              0.0               0.3875             116.57          
   0.001              0.0               0.4                116.73          
   0.001              0.0               0.4125             117.22          
   0.001              0.0               0.425              117.92          
   0.001              0.0               0.4375             118.71          
   0.001              0.0               0.45               119.52          
   0.001              0.0               0.4625             120.25          
   0.001              0.0               0.475              120.85          
   0.001              0.0               0.4875             121.28          
   0.001              0.0               0.5                121.5           
   0.001              0.0               0.5125             121.53          
   0.001              0.0               0.525              121.39          
   0.001              0.0               0.5375             121.11          
   0.001              0.0               0.55               120.75          
   0.001              0.0               0.5625             120.39          
   0.001              0.0               0.575              120.13          
   0.001              0.0               0.5875             120.07          
   0.001              0.0               0.6                120.35          
   0.001              0.0               0.6125             121.1           
   0.001              0.0               0.625              122.46          
   0.001              0.0               0.6375             124.59          
   0.001              0.0               0.65               127.64          
   0.001              0.0               0.6625             131.77          
   0.001              0.0               0.675              137.15          
   0.001              0.0               0.6875             143.92          
   0.001              0.0               0.7                152.24          
   0.001              0.0               0.7125             162.25          
   0.001              0.0               0.725              174.1           
   0.001              0.0025            0.3                138.13          
   0.001              0.0025            0.3125             131.92          
   0.001              0.0025            0.325              127.07          
   0.001              0.0025            0.3375             123.43          
   0.001              0.0025            0.35               120.86          
   0.001              0.0025            0.3625             119.21          
   0.001              0.0025            0.375              118.32          
   0.001              0.0025            0.3875             118.05          
   0.001              0.0025            0.4                118.26          
   0.001              0.0025            0.4125             118.81          
   0.001              0.0025            0.425              119.57          
   0.001              0.0025            0.4375             120.45          
   0.001              0.0025            0.45               121.34          
   0.001              0.0025            0.4625             122.16          
   0.001              0.0025            0.475              122.84          
   0.001              0.0025            0.4875             123.35          
   0.001              0.0025            0.5                123.66          
   0.001              0.0025            0.5125             123.76          
   0.001              0.0025            0.525              123.67          
   0.001              0.0025            0.5375             123.43          
   0.001              0.0025            0.55               123.09          
   0.001              0.0025            0.5625             122.73          
   0.001              0.0025            0.575              122.44          
   0.001              0.0025            0.5875             122.31          
   0.001              0.0025            0.6                122.49          
   0.001              0.0025            0.6125             123.09          
   0.001              0.0025            0.625              124.27          
   0.001              0.0025            0.6375             126.16          
   0.001              0.0025            0.65               128.92          
   0.001              0.0025            0.6625             132.71          
   0.001              0.0025            0.675              137.68          
   0.001              0.0025            0.6875             143.99          
   0.001              0.0025            0.7                151.79          
   0.001              0.0025            0.7125             161.23          
   0.001              0.0025            0.725              172.43          
   0.001              0.005             0.3                139.54          
   0.001              0.005             0.3125             133.26          
   0.001              0.005             0.325              128.35          
   0.001              0.005             0.3375             124.68          
   0.001              0.005             0.35               122.08          
   0.001              0.005             0.3625             120.42          
   0.001              0.005             0.375              119.53          
   0.001              0.005             0.3875             119.28          
   0.001              0.005             0.4                119.51          
   0.001              0.005             0.4125             120.11          
   0.001              0.005             0.425              120.93          
   0.001              0.005             0.4375             121.87          
   0.001              0.005             0.45               122.83          
   0.001              0.005             0.4625             123.73          
   0.001              0.005             0.475              124.5           
   0.001              0.005             0.4875             125.09          
   0.001              0.005             0.5                125.48          
   0.001              0.005             0.5125             125.66          
   0.001              0.005             0.525              125.64          
   0.001              0.005             0.5375             125.45          
   0.001              0.005             0.55               125.15          
   0.001              0.005             0.5625             124.8           
   0.001              0.005             0.575              124.5           
   0.001              0.005             0.5875             124.35          
   0.001              0.005             0.6                124.47          
   0.001              0.005             0.6125             124.97          
   0.001              0.005             0.625              126.01          
   0.001              0.005             0.6375             127.73          
   0.001              0.005             0.65               130.27          
   0.001              0.005             0.6625             133.8           
   0.001              0.005             0.675              138.47          
   0.001              0.005             0.6875             144.42          
   0.001              0.005             0.7                151.81          
   0.001              0.005             0.7125             160.78          
   0.001              0.005             0.725              171.48          
   0.001              0.0075            0.3                140.93          
   0.001              0.0075            0.3125             134.57          
   0.001              0.0075            0.325              129.61          
   0.001              0.0075            0.3375             125.9           
   0.001              0.0075            0.35               123.28          
   0.001              0.0075            0.3625             121.59          
   0.001              0.0075            0.375              120.71          
   0.001              0.0075            0.3875             120.47          
   0.001              0.0075            0.4                120.73          
   0.001              0.0075            0.4125             121.35          
   0.001              0.0075            0.425              122.22          
   0.001              0.0075            0.4375             123.22          
   0.001              0.0075            0.45               124.25          
   0.001              0.0075            0.4625             125.21          
   0.001              0.0075            0.475              126.06          
   0.001              0.0075            0.4875             126.72          
   0.001              0.0075            0.5                127.19          
   0.001              0.0075            0.5125             127.44          
   0.001              0.0075            0.525              127.48          
   0.001              0.0075            0.5375             127.35          
   0.001              0.0075            0.55               127.09          
   0.001              0.0075            0.5625             126.78          
   0.001              0.0075            0.575              126.49          
   0.001              0.0075            0.5875             126.33          
   0.001              0.0075            0.6                126.4           
   0.001              0.0075            0.6125             126.85          
   0.001              0.0075            0.625              127.8           
   0.001              0.0075            0.6375             129.39          
   0.001              0.0075            0.65               131.77          
   0.001              0.0075            0.6625             135.1           
   0.001              0.0075            0.675              139.53          
   0.001              0.0075            0.6875             145.21          
   0.001              0.0075            0.7                152.29          
   0.001              0.0075            0.7125             160.9           
   0.001              0.0075            0.725              171.2           
   0.001              0.01              0.3                142.28          
   0.001              0.01              0.3125             135.87          
   0.001              0.01              0.325              130.86          
   0.001              0.01              0.3375             127.11          
   0.001              0.01              0.35               124.46          
   0.001              0.01              0.3625             122.76          
   0.001              0.01              0.375              121.87          
   0.001              0.01              0.3875             121.64          
